"Género","Municipio de Nacimiento","País","Municipio Dirección","Barrio Dirección","Estrato","Estado civil","EPS","Grupo Sisben","Zona","Nivel de formación","Ocupación","Medio de Transporte","Multiculturalidad","Estado","Fecha de Matrícula","Jornada","Programa","Período","Nivel","Edad"
"Masculino","Sin respuesta","Colombia","Envigado","San Rafael","2","Casado(a)","EPS Sura","C10","Urbana","Media","Independiente","Público Bus o Buseta","No aplica","Sin estado",,"NOCHE","25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS",,,"67"
"Femenino","Envigado","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2016-11-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2016-1","ONCE","23"
"Masculino","Envigado","Colombia","Envigado","El Chocho","3","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2017-01-21T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2017-2","SEMESTRE 2","27"
"Femenino","Medellín","Colombia","Envigado","El Salado","2","Soltero(a)","No Aplica","B2","Urbana - rural","Media","Estudiante superior","Público Bus o Buseta","No aplica","Cancelado","2016-05-11T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2016-2","SEMESTRE 2","37"
"Masculino","Sin respuesta","Colombia","Medellín","Sin respuesta","3","Soltero(a)","Sanitas EPS","Sin respuesta","Urbana","Sin respuesta","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","17"
"Masculino","Envigado","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Peatón","No aplica","Graduado","2017-07-13T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2018-1","SEMESTRE 2","22"
"Femenino","Envigado","Colombia","Envigado","El Dorado",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-24T10:00:00Z","DIURNA","EXTENSION HERRAMIENTAS TICS","2020-2","SEMESTRE 1","51"
"Masculino","Itagui","Colombia","Itagui","Santa Maria Nº 1 (El Guayabo)","2","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Básica secundaria","Desempleado","Público Bus o Buseta","No aplica","Inactivo","2017-01-18T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2017-2","SEMESTRE 2","26"
"Masculino","Medellín","Colombia","Medellín","Alcalá","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Graduado","2018-02-02T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2018 - MT","DÉCIMO","19"
"Masculino","Medellín","Colombia","Envigado","Las Orquídeas","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Otro","No aplica","Graduado","2016-11-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2017-1","SEMESTRE 2","24"
"Masculino","Medellín","Colombia","Envigado","Alcalá","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Particular Motocicleta","No aplica","Sancionado","2019-07-11T10:00:00Z","NOCHE","15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos)","2019-2","SEMESTRE 1","43"
"Femenino","Envigado","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","EPS Sura","C11","Urbana","Media","Desempleado","A Pie","No aplica","Activo","2021-02-12T10:00:00Z","DIURNA","12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO","2021-2","SEMESTRE 2","21"
"Masculino","Envigado","Colombia","Envigado","Las Antillas","2","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Básica secundaria","Empleado","Público Bus o Buseta","No aplica","Inactivo","2016-05-10T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2019-1","SEMESTRE 1","27"
"Femenino","Venezuela","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2021-07-27T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2021-2","SEMESTRE 1","25"
"Masculino","Medellín","Colombia","Envigado","El Trianón","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Inactivo","2018-05-09T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019-1","SEMESTRE 2","22"
"Masculino","Itagui","Colombia","Envigado","El Chinguí","4","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria",,"Sin respuesta","No aplica","Inactivo","2016-07-25T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2016-2","SEMESTRE 1","22"
"Masculino","Sin respuesta","Sin respuesta",,"Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2017-09-01T10:00:00Z","NOCHE","CURSO EXTENSION PARRILLA Y MARIDAJE","2017-2","SEMESTRE 1","34"
"Masculino","Sin respuesta","Colombia","Envigado","La Paz","4","Soltero(a)","EPS Sura","C5","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Activo","2021-09-09T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Masculino","Sin respuesta","Colombia","Envigado","San Marcos","4","Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Cancelado","2021-07-29T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2021-2","SEMESTRE 1","46"
"Masculino","Santa Rosa De Cabal","Colombia","Envigado","San Rafael","1","Soltero(a)","SISBEN","B7","Urbana","Básica secundaria","Empleado","Público Bus o Buseta","No aplica","Activo","2021-07-28T10:00:00Z","NOCHE","16T-TÉCNICO LABORAL EN ELECTRICISTA","2022-1","SEMESTRE 2","27"
"Masculino","Envigado","Colombia","Envigado","El Trianón","3","Sin Respuesta","No Aplica","Sin respuesta","Urbana","Básica secundaria",,"Sin respuesta","No aplica","Inactivo","2016-01-22T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2016-1","SEMESTRE 1","24"
"Masculino","Sin respuesta","Colombia","Envigado","Jardines","5","Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Cancelado","2021-07-28T10:00:00Z","NOCHE","08T-TÉCNICO LABORAL EN AUTOMOTRIZ","2021-2","SEMESTRE 1","19"
"Femenino","Envigado","Colombia","Envigado","Barrio Mesa","3","Casado(a)","No Aplica","A3","Urbana","Básica secundaria","Desempleado","Peatón","No aplica","Inactivo","2021-02-02T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2021-2","SEMESTRE 2","26"
"Masculino","Fredonia","Colombia","Amagá","Camilo C","1","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Estudiante básica","Moto","Reinsertado","Inactivo","2017-12-12T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2018-2","SEMESTRE 2","23"
"Femenino","Medellín","Colombia","Envigado","El Trianón","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2020-08-07T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Femenino","Itagui","Colombia","Envigado","Sin respuesta","2","Soltero(a)","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2014-03-08T10:00:00Z","DIURNA","MEDIA TÉCNICA CONTAC CENTER","2015- 1","SEMESTRE 1","23"
"Femenino","Envigado","Colombia","Envigado","El Dorado","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Metro","No aplica","Graduado","2020-01-20T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2021-1","SEMESTRE 2","19"
"Masculino","Envigado","Colombia","Envigado","San José","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2016-01-15T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2017-2","SEMESTRE 2","25"
"Femenino","Medellín","Colombia","Envigado","La Magnolia","3","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Cancelado","2019-07-30T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2019-2","SEMESTRE 1","53"
"Masculino","Envigado","Colombia","Envigado","El Chinguí","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2016-05-04T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2017-1","SEMESTRE 2","33"
"Femenino","San Jose","Colombia","Envigado","La Sebastiana","2","Sin Respuesta","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Femenino","Fredonia","Colombia","Itagui","Simón Bolívar","3","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2018-01-31T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MERCADEO Y VENTAS","2018 - MT","DÉCIMO","19"
"Femenino","El Carmen De Viboral","Colombia","Envigado","Las Flores","2","Soltero(a)","ALIANSALUD EPS S.A.","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","Público Bus o Buseta","Cabeza de familia","Inactivo","2016-01-23T10:00:00Z","NOCHE","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2016-2","SEMESTRE 2","32"
"Femenino","Andes","Colombia","Envigado","La Mina","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana - rural","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2018-02-06T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS","2019-1","SEMESTRE 2","20"
"Masculino","Sin respuesta","Colombia","Itagui","Sin respuesta","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Activo","2014-06-21T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2016-2","SEMESTRE 2","27"
"Masculino","Medellín","Colombia","Envigado","El Esmeraldal","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-08-19T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","17"
"Femenino","Envigado","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","EPS Sura","C4","Rural","Media","Independiente","A Pie","No aplica","Activo","2022-02-15T10:00:00Z","NOCHE","12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO","2022-1","SEMESTRE 1","45"
"Femenino","Sin respuesta","Colombia","Envigado","Alcalá","3","Unión libre","Coomeva EPS","Sin respuesta","Rural","Básica secundaria","Empleado","Público Bus o Buseta","No aplica","Graduado","2016-11-10T10:00:00Z","NOCHE","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2017-2","SEMESTRE 2","52"
"Femenino","Envigado","Colombia","Envigado","Alto De Misael","2","Soltero(a)","EPS Sura","A1","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2021-08-30T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Femenino","Santo Domingo","Colombia","Envigado","El Dorado",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-23T10:00:00Z","DIURNA","EXTENSION HERRAMIENTAS TICS","2020-2","SEMESTRE 1","42"
"Masculino","Envigado","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","EPS Sura","A1","Urbana","Sin respuesta","Estudiante básica","Particular Automóvil","No aplica","Inactivo","2021-09-21T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Femenino","Itagui","Colombia","Envigado","San Rafael","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Pregrado","Estudiante superior","Sin respuesta","No aplica","Graduado","2016-01-21T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2016-2","SEMESTRE 2","33"
"Masculino","Medellín","Colombia","Envigado","San José","2","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Desempleado","A Pie","No aplica","Graduado","2016-12-09T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2017-2","SEMESTRE 2","22"
"Femenino","Envigado","Colombia","Envigado","La Mina","4","Soltero(a)","No Aplica","C6","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Inactivo","2021-07-31T10:00:00Z","NOCHE","13T-TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL","2021-2","SEMESTRE 1","26"
"Femenino","Envigado","Colombia","Envigado","San Rafael","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Graduado","2016-01-23T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2017-1","SEMESTRE 2","28"
"Femenino","Medellín","Colombia","Envigado","Barrio Mesa","2","Casado(a)","No Aplica","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Graduado","2016-08-11T10:00:00Z","DIURNA","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2017-1","SEMESTRE 2","63"
"Masculino","Montería","Colombia","Medellín","Sin respuesta","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2015-11-11T10:00:00Z","NOCHE","MIN TRABAJO INICIAL","2015-2","MÓDULO INICIAL","35"
"Masculino","Envigado","Colombia","Medellín","Los Naranjos","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Activo","2018-12-21T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019-2","SEMESTRE 2","27"
"Masculino","Turbo","Colombia","Medellín","Kennedy","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Desempleado","Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2015- 1","SEMESTRE 1","26"
"Masculino","Yarumal","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Sancionado","2019-02-06T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2019-1","SEMESTRE 1","23"
"Masculino","Medellín","Colombia","Envigado","Florida Nueva","4","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media",,"Público Metro","No aplica","Inactivo","2014-06-21T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2015-2","SEMESTRE 2","29"
"Femenino","Envigado","Colombia","Envigado","El Dorado","4","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Femenino","Medellín","Colombia","Envigado","La Magnolia","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Graduado","2015-02-03T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2015-2","SEMESTRE 2","26"
"Masculino","Medellín","Colombia","Envigado","San Rafael","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","A Pie","No aplica","Inactivo","2019-07-17T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2020-1","SEMESTRE 2","23"
"Masculino","Medellín","Colombia","Itagui","Terranova","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta",,"Público Bus o Buseta","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Sin respuesta","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2021-10-13T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Femenino","Medellín","Colombia","Envigado","Primavera","3","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2016-01-23T10:00:00Z","NOCHE","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2016-2","SEMESTRE 2","33"
"Masculino","Sin respuesta","Colombia","Medellín","Fátima",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2019-06-07T10:00:00Z","NOCHE","EXT - COCINA BÁSICA","2019-1","SEMESTRE 1","63"
"Masculino","Sin respuesta","Colombia","Envigado","La Mina","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2014-06-21T10:00:00Z","NOCHE","TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ","2014-2","SEMESTRE 1","34"
"Femenino","Medellín","Colombia","Envigado","El Salado","2","Sin Respuesta","EPS Sura","Sin respuesta","Urbana","Sin respuesta",,"Público Bus o Buseta","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Envigado","Colombia","Envigado","Sin respuesta","3","Soltero(a)","EPS Sura","N0","Urbana","Básica secundaria","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2020-12-18T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2021-2","SEMESTRE 2","18"
"Femenino","Envigado","Colombia","Envigado","Alcalá","4","Casado(a)","No Aplica","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Graduado","2015-07-21T10:00:00Z","NOCHE","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2016-1","SEMESTRE 1","39"
"Masculino","Medellín","Colombia","Envigado","La Inmaculada","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2017-11-01T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2018-2","SEMESTRE 2","21"
"Masculino","Medellín","Colombia","Envigado","Loma Del Barro","3","Soltero(a)","Sanitas EPS","A1","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2021-08-20T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Masculino","Itagui","Colombia","Envigado","El Dorado","3","Unión libre","SISBEN","Sin respuesta","Urbana","Media","Empleado","Moto","No aplica","Sancionado","2019-07-15T10:00:00Z","DIURNA","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2020-2","SEMESTRE 2","30"
"Masculino","Medellín","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Peatón","No aplica","Inactivo","2020-08-06T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2020-2","SEMESTRE 1","35"
"Femenino","Envigado","Colombia","Envigado","Las Flores","2","Soltero(a)","EPS Sura","Sin respuesta","Rural","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2019-07-09T10:00:00Z","NOCHE","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2020-1","SEMESTRE 2","28"
"Masculino","Itagui","Colombia","Envigado","La Sebastiana","2","Soltero(a)","No Aplica","C1","Urbana","Básica secundaria","Desempleado","Peatón","No aplica","Aplazamiento Semestre","2021-08-04T10:00:00Z","NOCHE","08T-TÉCNICO LABORAL EN AUTOMOTRIZ","2021-2","SEMESTRE 1","19"
"Femenino","Sin respuesta","Colombia","Medellín","Sin respuesta","2","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Sin respuesta",,"SITP o Bus","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","17"
"Masculino","Yolombó","Colombia","Envigado","San Rafael","2","Sin Respuesta","COOSALUD EPS","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","Afrodescendiente","Inactivo","2020-07-23T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","18"
"Femenino","Envigado","Colombia","Envigado","San Rafael","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2020-01-27T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2020-2","SEMESTRE 2","39"
